Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA2011,CA2011QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000020,,303.6,251.7,123,,281,,233,,113,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000013,,636.8,531.7,248.9,,187,,154,,70,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000023,,1429.7,578.4,276.7,,325,,130,,62,,2.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000024,,326.5,230.4,112.2,,480,,338,,164,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000038,,763,477.1,228.8,,1299,,809,,390,,1.6
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000011,,332.3,239.9,119,,280,,202,,99,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000027,,615.4,434.1,250.9,,143,,101,,57,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2012/13,S12000030,,310.8,232.2,97.6,,270,,203,,88,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000033,,622.2,427,192.4,,1339,,919,,426,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000034,,265.9,202,111.4,,684,,517,,283,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000041,,297.5,248.6,157.2,,338,,281,,176,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000035,,547.1,391.2,204.4,,490,,351,,183,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000008,,577.8,394.7,194.1,,699,,479,,235,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000021,,719.2,522.2,246.3,,936,,685,,325,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000028,,576.2,408.3,191.4,,635,,452,,209,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000026,,448.8,323.7,181.9,,495,,358,,196,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000005,,385.8,272.4,150.4,,199,,139,,75,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000006,,314.7,235.5,120.4,,476,,352,,180,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000045,,344.1,226.8,113.7,,358,,238,,123,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000039,,813.5,531,232.3,,685,,452,,197,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000042,,590.9,440,222,,800,,602,,313,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000036,,501.9,354.2,173.6,,2251,,1591,,798,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000014,,381.5,256.7,138.6,,587,,389,,210,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000015,,483.9,356.4,177,,1735,,1281,,635,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000046,,996.1,661.6,278,,5288,,3512,,1488,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000017,,515.3,370.3,163.3,,1219,,871,,377,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000018,,693.6,544.5,230.4,,550,,427,,179,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000044,,597,422.6,201.9,,1939,,1371,,651,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000029,,561.9,381.7,192,,1724,,1174,,583,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000010,,293.1,224.1,112,,292,,222,,111,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000040,,499.3,370,187.7,,843,,630,,324,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000019,,379.7,286.7,135.4,,312,,235,,110,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000020,,290.9,216.1,122.4,,271,,201,,112,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000013,,615.2,480.4,210.7,,180,,138,,58,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000023,,1326.3,526.8,272.7,,301,,116,,57,,2.6
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000024,,270.5,194.5,105.6,,404,,290,,156,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000038,,795.4,508.2,243.3,,1342,,853,,412,,1.6
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000011,,349.7,252.3,133,,299,,217,,112,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000027,,538.3,431.6,210,,126,,101,,49,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2013/14,S12000030,,347.5,265,137.1,,300,,229,,121,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000033,,558.2,394.2,167.9,,1203,,860,,380,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000034,,226.6,181.2,101.2,,588,,467,,259,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000041,,276.4,222.4,126.2,,321,,257,,146,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000035,,596.8,415.7,197.4,,533,,370,,178,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000008,,555,381.7,160.8,,659,,454,,193,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000021,,650.9,462.3,199,,871,,622,,270,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000028,,548.3,407.9,185.7,,613,,459,,214,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000026,,337.2,264.5,146.8,,381,,299,,165,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000005,,388.8,297.6,166,,201,,151,,84,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000006,,247.7,182.8,92.3,,385,,281,,141,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000045,,312.1,211.8,113.6,,326,,225,,122,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000039,,771.3,523.1,227.3,,652,,439,,190,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000042,,575.6,450.3,236.6,,765,,600,,323,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000036,,479.7,325.8,152.5,,2150,,1463,,697,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000014,,408.6,276.7,148.2,,634,,425,,227,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000015,,468.5,343.6,173.8,,1683,,1239,,628,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000046,,971.6,659.9,270.7,,5166,,3503,,1463,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000017,,498.5,354.4,163.9,,1172,,833,,381,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000018,,777.7,573.9,270.9,,615,,456,,213,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000044,,600.8,421.4,195,,1946,,1359,,623,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000029,,540,383.2,191,,1670,,1184,,590,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000010,,331.6,235.6,139.8,,330,,235,,139,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000040,,509.2,386.2,180.9,,878,,662,,312,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000019,,409.1,282.4,143,,342,,236,,118,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000020,,343.2,256.9,125.6,,320,,241,,117,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000013,,403.2,333.8,141.7,,119,,99,,42,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000023,,588.8,421.4,204.1,,130,,94,,45,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000024,,320.3,234.2,117.2,,481,,351,,175,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000038,,791.5,494.6,246,,1349,,838,,416,,1.6
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000011,,308.1,233.1,120.3,,274,,207,,105,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000027,,471.5,368.8,205.9,,110,,86,,48,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2014/15,S12000030,,284.9,226.4,116,,255,,203,,106,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000033,,554.5,393.1,170.3,,1187,,841,,372,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000034,,202.6,155.5,84.2,,530,,403,,216,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000041,,292.3,216.8,118.6,,346,,254,,137,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000035,,535.3,420.3,205.6,,481,,380,,188,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000008,,527.3,379.4,169,,629,,454,,201,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000021,,640.9,458.1,204.9,,864,,619,,279,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000028,,533.1,372.5,163.2,,595,,416,,181,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000026,,347.6,260.2,138.7,,386,,294,,157,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000005,,375.9,315.8,162.8,,196,,162,,83,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000006,,270.5,210.5,109,,405,,316,,164,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000045,,378.2,274.9,147.3,,399,,288,,155,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000039,,830.9,550.9,255.9,,714,,469,,216,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000042,,521.7,369.7,189.4,,699,,497,,256,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000036,,414.6,300.2,133.8,,1892,,1364,,615,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000014,,415,293.8,158,,650,,455,,245,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000015,,461.5,348.1,174.8,,1660,,1257,,626,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000046,,1005.5,674.6,291.7,,5366,,3587,,1564,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000017,,477.9,343.6,150.4,,1134,,818,,355,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000018,,844.4,612,275,,664,,480,,212,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000044,,670.8,452.4,211.9,,2194,,1470,,679,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000029,,535.9,366.9,169.2,,1670,,1136,,519,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000010,,273.9,206.6,107.1,,277,,208,,107,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000040,,514.7,371.9,186.6,,901,,651,,328,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000019,,419.6,302.5,142.4,,356,,257,,121,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000020,,339,267.9,154.3,,321,,253,,144,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000013,,511,402,136.9,,150,,117,,39,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000023,,554.9,392.1,192.2,,124,,86,,41,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000024,,269.6,195.4,95.2,,408,,299,,146,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000038,,730.1,470.3,222.5,,1247,,801,,380,,1.6
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000011,,334.6,278.9,140.5,,296,,247,,125,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000027,,508,377,234.2,,116,,86,,53,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2015/16,S12000030,,324.8,249.3,128,,289,,224,,117,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000033,,532.2,379,170.4,,1151,,821,,378,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000034,,236.1,179.9,97.9,,616,,467,,250,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000041,,273.8,189.7,105.4,,323,,224,,125,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000035,,539.9,401.3,196.4,,481,,359,,175,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000008,,576.6,398.9,182,,694,,483,,221,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000021,,698,490.1,227.8,,917,,648,,307,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000028,,563.2,401.5,182.6,,639,,456,,206,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000026,,320.2,243.8,118.7,,367,,277,,134,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000005,,387.1,291.1,138.2,,200,,149,,70,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000006,,282.9,205.3,103.5,,425,,310,,156,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000045,,422.8,270.1,138.9,,440,,286,,147,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000039,,855.8,559,258.3,,741,,482,,223,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000042,,468.1,358.7,182.6,,620,,479,,247,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000036,,387.9,266.6,125.6,,1789,,1225,,582,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000014,,391.9,279.9,147.3,,624,,440,,232,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000015,,478,351.5,176.8,,1743,,1284,,645,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000046,,1107.3,728.8,320,,6059,,3963,,1762,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000017,,454.5,339.7,157.4,,1095,,814,,370,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000018,,743.4,529.8,215.1,,586,,418,,171,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000044,,672.6,469.6,219.2,,2209,,1541,,717,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000029,,552.8,396.2,201.1,,1732,,1240,,631,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000010,,240.8,175.5,96.4,,253,,181,,98,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000040,,537.5,380.6,193.7,,925,,657,,331,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000019,,359.7,274.9,135.9,,308,,236,,116,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000020,,341.1,286.1,151.6,,326,,274,,143,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000013,,632.7,439.4,179.8,,177,,122,,46,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000023,,434.2,291.2,98.8,,102,,68,,23,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000024,,300.9,218.4,101.7,,448,,326,,152,,1.4
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000038,,696.7,460,219.9,,1200,,790,,374,,1.5
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000011,,303.4,227.4,115.6,,264,,201,,104,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000027,,554.5,433.5,253.9,,128,,100,,59,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR01,2016/17,S12000030,,308,241.6,132.8,,278,,220,,121,,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,1997/98,S92000003,d,102.7,78.4,,:,5056,,3855,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,1998/99,S92000003,d,97.5,76.3,,:,4827,,3768,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,1999/00,S92000003,d,99.2,77.3,,:,4938,,3826,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2000/01,S92000003,d,90.4,70.9,,:,4539,,3541,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2001/02,S92000003,d,89.8,70.6,,:,4537,,3545,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2002/03,S92000003,d,86.9,69.4,,:,4395,,3505,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2003/04,S92000003,d,84.4,68.3,,:,4286,,3459,,,:,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2004/05,S92000003,d,82.9,67,,:,4237,,3417,,,:,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2005/06,S92000003,d,80.1,64.2,,:,4132,,3299,,,:,1.3
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2006/07,S92000003,d,75.3,62.5,,:,3914,,3241,,,:,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2007/08,S92000003,d,71.9,59.5,33.7,,3752,,3101,,1748,,1.2
Mental & behavioural disorders due to use of alcohol (M&B): All,F10,d,SMR04,2008/09,S92000003,d,78.1,65.6,36.5,,4103,,3438,,1914,,1.2
